,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,initial_list_status,application_type,RESULT
2975,655882,838873,4200,4200,4200.0,1,9.63,88.66,B,5,City of Longmont,6,2,65000.0,Source Verified,67,0,https://lendingclub.com/browse/loanDetail.action?loan_id=655882,Borrower added on 01/29/11 > Buying a watch<br/>,major_purchase,Major purchase,805xx,CO,15.04,0,Feb-99,3,10,0,29.9,35,0,INDIVIDUAL,RIGHT
2976,16333171,18435596,27325,27325,27325.0,0,18.99,1001.66,E,20,Master Jeweler,9,0,72000.0,Verified,27,0,https://lendingclub.com/browse/loanDetail.action?loan_id=16333171,,debt_consolidation,Debt consolidation,917xx,CA,18.78,0,Mar-97,2,15,0,60.8,35,0,INDIVIDUAL,RIGHT
2977,6075276,7547438,19075,19075,19075.0,0,15.88,669.57,C,13,NYC dept of sanitation,10,0,120000.0,Source Verified,38,0,https://lendingclub.com/browse/loanDetail.action?loan_id=6075276,Borrower added on 06/28/13 > Pay on bill a month n buy pool for daughter.<br>,credit_card,Wanna pay just one bill,104xx,NY,7.91,0,1-Mar,2,8,1,32.7,15,0,INDIVIDUAL,WRONG
2978,79062856,84733650,13000,13000,13000.0,0,8.39,409.77,B,5,,-1,1,26466.0,Verified,3,0,https://lendingclub.com/browse/loanDetail.action?loan_id=79062856,,credit_card,Credit card refinancing,344xx,FL,27.36,0,Oct-00,0,8,1,22.2,23,0,INDIVIDUAL,RIGHT
2979,659948,844062,3600,3600,3600.0,0,10.37,116.82,B,7,Charlotte Russe,5,0,35496.0,Source Verified,67,1,https://lendingclub.com/browse/loanDetail.action?loan_id=659948,,other,Moving Loan,070xx,NJ,17.92,0,3-Nov,0,10,0,71.5,14,0,INDIVIDUAL,WRONG
2980,65745826,70378627,23950,23950,23950.0,1,13.67,553.23,C,13,Judge,10,2,180000.0,Verified,10,0,https://lendingclub.com/browse/loanDetail.action?loan_id=65745826,,debt_consolidation,Debt consolidation,604xx,IL,25.89,0,Dec-94,1,21,0,83.8,33,1,INDIVIDUAL,RIGHT
2981,85291479,91395239,5000,5000,5000.0,0,11.49,164.55,B,9,Server,1,0,43000.0,Source Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=85291479,,debt_consolidation,Debt consolidation,967xx,HI,11.33,0,7-Apr,0,13,0,42.3,14,1,INDIVIDUAL,RIGHT
2982,4974998,2839700,23000,23000,23000.0,0,18.49,837.01,D,16,Auto owners insurance,10,2,67000.0,Verified,40,0,https://lendingclub.com/browse/loanDetail.action?loan_id=4974998,,debt_consolidation,Debt payoff,361xx,AL,32.75,0,Oct-85,0,12,0,60.3,24,0,INDIVIDUAL,RIGHT
2983,69991826,75009593,12000,12000,12000.0,1,9.17,250.23,B,6,,-1,2,117600.0,Not Verified,7,0,https://lendingclub.com/browse/loanDetail.action?loan_id=69991826,,car,Car financing,894xx,NV,19.75,0,May-88,0,18,0,43.6,27,1,INDIVIDUAL,RIGHT
2984,41298738,44205486,12000,12000,12000.0,0,7.89,375.77,A,4,Fire Chief,10,2,45000.0,Not Verified,19,0,https://lendingclub.com/browse/loanDetail.action?loan_id=41298738,,credit_card,Credit card refinancing,451xx,OH,17.04,0,Feb-99,0,10,0,43.4,18,0,INDIVIDUAL,WRONG
2985,1816237,2118540,5500,5500,5500.0,0,13.11,185.5,B,8,,-1,2,27172.56,Verified,46,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1816237,Borrower added on 11/05/12 > debt consolidation<br>,debt_consolidation,debt consolidation,403xx,KY,27.93,0,Apr-00,2,8,0,48.2,28,1,INDIVIDUAL,RIGHT
2986,15299961,17372398,12825,12825,12775.0,0,13.65,436.0,C,10,,-1,2,30830.98,Verified,28,0,https://lendingclub.com/browse/loanDetail.action?loan_id=15299961,,debt_consolidation,Debt consolidation,380xx,TN,21.25,2,Sep-97,0,11,0,50.1,28,0,INDIVIDUAL,RIGHT
2987,3675928,4639104,24000,24000,24000.0,1,17.27,599.62,C,14,State Of California,6,2,95000.0,Verified,42,0,https://lendingclub.com/browse/loanDetail.action?loan_id=3675928,,credit_card,Debt Consolidation,932xx,CA,19.13,0,3-Mar,1,9,0,91.7,20,0,INDIVIDUAL,WRONG
2988,77320565,82900413,10000,10000,10000.0,0,9.16,318.69,B,6,Operations Agent,4,0,32000.0,Source Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=77320565,,major_purchase,Major purchase,604xx,IL,18.68,0,10-Jan,0,7,0,65.6,8,1,INDIVIDUAL,RIGHT
2989,8596141,10348222,33000,33000,33000.0,0,8.9,1047.71,A,4,,-1,2,100812.0,Verified,34,0,https://lendingclub.com/browse/loanDetail.action?loan_id=8596141,,debt_consolidation,DEBT CONSOLIDDATION,349xx,FL,33.44,0,May-83,0,17,0,25.5,46,1,INDIVIDUAL,RIGHT
2990,87945148,94216882,8000,8000,8000.0,0,10.99,262.1,B,8,Owner,8,2,36000.0,Verified,1,0,https://lendingclub.com/browse/loanDetail.action?loan_id=87945148,,other,,971xx,OR,2.95,0,Jun-99,0,5,0,20.7,10,1,INDIVIDUAL,RIGHT
2991,70101138,75118879,5750,5750,5750.0,0,23.13,223.07,F,26,,-1,1,19200.0,Verified,7,0,https://lendingclub.com/browse/loanDetail.action?loan_id=70101138,,debt_consolidation,Debt consolidation,066xx,CT,33.1,0,Mar-89,1,5,0,95.2,14,0,INDIVIDUAL,RIGHT
2992,65432160,70018873,18000,18000,17900.0,1,16.55,442.67,D,16,journeyman electrician,2,2,60000.0,Verified,9,1,https://lendingclub.com/browse/loanDetail.action?loan_id=65432160,,debt_consolidation,Debt consolidation,851xx,AZ,32.08,0,6-Jul,0,13,0,48.2,24,1,INDIVIDUAL,WRONG
2993,61017741,65116494,35000,35000,35000.0,0,9.99,1128.85,B,7,Manager,2,2,98000.0,Source Verified,11,0,https://lendingclub.com/browse/loanDetail.action?loan_id=61017741,,home_improvement,Home improvement,773xx,TX,15.79,1,1-Jul,0,9,0,62.5,14,1,INDIVIDUAL,RIGHT
2994,66514104,71239933,14000,14000,14000.0,1,11.99,311.31,C,10,Molder,10,0,53000.0,Not Verified,9,0,https://lendingclub.com/browse/loanDetail.action?loan_id=66514104,,debt_consolidation,Debt consolidation,921xx,CA,32.89,0,Jun-92,0,13,1,55.1,20,1,INDIVIDUAL,RIGHT
2995,90189682,96639666,5000,5000,5000.0,0,14.49,172.07,C,13,Systems Engineer Senior Lead,4,2,124000.0,Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=90189682,,other,Other,333xx,FL,7.81,0,Dec-00,3,14,1,48.4,21,1,INDIVIDUAL,RIGHT
2996,41780184,44726901,30000,30000,30000.0,0,6.68,922.0,A,2,AR Supervisor,3,2,70000.0,Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=41780184,,credit_card,Credit card refinancing,023xx,MA,22.23,0,Jul-87,0,24,0,27.5,42,0,INDIVIDUAL,WRONG
2997,73714686,79052398,10000,10000,10000.0,0,10.75,325.9,B,8,Sales Consultant,10,2,47000.0,Source Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=73714686,,debt_consolidation,,891xx,NV,24.47,0,Aug-99,0,11,0,68.5,23,1,INDIVIDUAL,RIGHT
2998,60831024,64872765,20000,20000,20000.0,1,11.53,440.13,B,9,Commercial Services Coordinator,10,2,50000.0,Not Verified,12,0,https://lendingclub.com/browse/loanDetail.action?loan_id=60831024,,debt_consolidation,Debt consolidation,665xx,KS,30.82,0,1-Dec,0,11,0,56.2,20,1,INDIVIDUAL,RIGHT
2999,85137040,91229763,13150,13150,13150.0,0,12.79,442.02,C,10,Payroll Manager,8,0,37440.0,Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=85137040,,debt_consolidation,Debt consolidation,900xx,CA,22.66,0,8-Dec,0,11,0,32.7,15,0,INDIVIDUAL,RIGHT
3000,79200125,84884837,24000,24000,24000.0,0,6.97,740.69,A,2,Partner,6,0,135000.0,Source Verified,4,0,https://lendingclub.com/browse/loanDetail.action?loan_id=79200125,,credit_card,Credit card refinancing,381xx,TN,15.88,0,Mar-89,0,11,0,70.5,30,1,INDIVIDUAL,RIGHT
3001,75111433,80533196,19225,19225,19225.0,0,16.29,678.84,D,15,president,6,0,52000.0,Not Verified,6,0,https://lendingclub.com/browse/loanDetail.action?loan_id=75111433,,small_business,Business,605xx,IL,1.4,0,3-Jan,0,6,1,1.5,9,1,INDIVIDUAL,WRONG
3002,46125049,49232797,4000,4000,4000.0,0,10.99,131.35,B,8,Engineer I,1,0,55000.0,Not Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=46125049,,credit_card,Credit card refinancing,700xx,LA,3.46,0,11-Sep,0,6,0,23.8,7,1,INDIVIDUAL,RIGHT
3003,74805132,80228865,20000,20000,20000.0,0,5.32,601.88,A,0,,-1,2,125000.0,Not Verified,6,0,https://lendingclub.com/browse/loanDetail.action?loan_id=74805132,,credit_card,Credit card refinancing,751xx,TX,4.96,0,Apr-88,0,14,0,36.9,31,1,INDIVIDUAL,RIGHT
3004,57356538,61059350,18000,18000,18000.0,1,15.61,434.08,D,15,Manger of Innovation Strategy,4,2,85000.0,Verified,13,0,https://lendingclub.com/browse/loanDetail.action?loan_id=57356538,,debt_consolidation,Debt consolidation,770xx,TX,19.5,1,1-May,0,10,0,108.4,24,1,INDIVIDUAL,RIGHT
3005,76648900,82177626,24000,24000,24000.0,0,14.46,825.83,C,13,,-1,2,81356.0,Source Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=76648900,,debt_consolidation,Debt consolidation,380xx,TN,16.39,0,Feb-84,1,13,0,43.2,15,1,INDIVIDUAL,RIGHT
3006,1130220,1368945,15000,15000,15000.0,0,7.9,469.69,A,3,jetblue Airways,8,2,52000.0,Source Verified,55,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1130220,Borrower added on 02/03/12 > consolidation loan<br>,credit_card,consolidation loan,329xx,FL,22.07,0,Jan-99,0,10,0,77.8,26,0,INDIVIDUAL,RIGHT
3007,27511252,30014363,15000,15000,15000.0,0,6.03,456.36,A,0,Corporate Credit Manager,10,2,88000.0,Source Verified,24,0,https://lendingclub.com/browse/loanDetail.action?loan_id=27511252,,credit_card,Credit card refinancing,806xx,CO,18.3,1,Oct-92,0,19,0,17.5,37,0,INDIVIDUAL,RIGHT
3008,46643079,49790891,32500,32500,32500.0,1,16.99,807.52,D,17,IT Network Engineer,3,2,91000.0,Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=46643079,,credit_card,Credit card refinancing,980xx,WA,34.56,0,Jan-91,0,22,0,79.3,41,1,INDIVIDUAL,RIGHT
3009,4777821,6050197,9000,9000,9000.0,0,9.67,289.08,B,5,Floor Supervisor,10,0,26000.0,Not Verified,32,0,https://lendingclub.com/browse/loanDetail.action?loan_id=4777821,,car,Car financing,894xx,NV,9.31,0,5-Aug,0,8,0,43.9,14,0,INDIVIDUAL,RIGHT
3010,56090666,59752481,12000,12000,12000.0,0,11.53,396.16,B,9,Assistant BSA Officer,10,2,34000.0,Verified,14,0,https://lendingclub.com/browse/loanDetail.action?loan_id=56090666,,home_improvement,Home improvement,379xx,TN,21.86,0,4-Apr,0,11,0,15.7,30,1,INDIVIDUAL,RIGHT
3011,6084835,7556991,10000,10000,10000.0,0,10.64,325.55,B,6,mainline health/aria health,5,0,100000.0,Not Verified,38,0,https://lendingclub.com/browse/loanDetail.action?loan_id=6084835,,credit_card,universal,081xx,NJ,23.51,0,Aug-94,0,19,0,81.2,31,0,INDIVIDUAL,RIGHT
3012,23904854,26277602,25000,25000,25000.0,1,12.99,568.63,C,10,Deputy Assistantt,10,0,74000.0,Source Verified,25,1,https://lendingclub.com/browse/loanDetail.action?loan_id=23904854,,debt_consolidation,Debt consolidation,080xx,NJ,10.05,4,Sep-89,0,15,0,19.8,26,1,INDIVIDUAL,WRONG
3013,1613368,1884889,8000,8000,8000.0,0,8.9,253.7,A,4,downey regional medical center,6,2,60000.0,Source Verified,47,0,https://lendingclub.com/browse/loanDetail.action?loan_id=1613368,Borrower added on 10/16/12 > looking for a smarter way to pay off my debt.<br>,debt_consolidation,pay off debt,928xx,CA,22.45,0,Mar-98,0,15,0,60.8,26,1,INDIVIDUAL,RIGHT
3014,7064906,8727052,28100,28100,28100.0,1,22.2,779.46,E,23,Phillips 66,10,2,105000.0,Verified,36,0,https://lendingclub.com/browse/loanDetail.action?loan_id=7064906,,debt_consolidation,Debt consolidation,790xx,TX,12.21,0,1-Oct,0,12,0,70.6,27,0,INDIVIDUAL,RIGHT
3015,70911562,76003292,14500,14500,14500.0,0,9.16,462.69,B,6,cashier,10,0,29000.0,Not Verified,7,0,https://lendingclub.com/browse/loanDetail.action?loan_id=70911562,,debt_consolidation,Debt consolidation,900xx,CA,28.41,0,3-May,0,17,0,24.9,37,1,INDIVIDUAL,RIGHT
3016,49188009,52496733,22000,22000,22000.0,1,13.99,511.65,C,13,Systems Administrator,7,1,85000.0,Source Verified,16,0,https://lendingclub.com/browse/loanDetail.action?loan_id=49188009,,debt_consolidation,Debt consolidation,234xx,VA,11.02,0,Jul-99,1,16,0,59.0,35,1,INDIVIDUAL,RIGHT
3017,68761840,73685581,10000,10000,10000.0,0,8.49,315.39,B,5,Owner,3,0,96000.0,Source Verified,8,0,https://lendingclub.com/browse/loanDetail.action?loan_id=68761840,,credit_card,Credit card refinancing,115xx,NY,23.35,1,6-May,0,9,0,60.2,20,1,INDIVIDUAL,RIGHT
3018,36220847,38932221,28000,28000,28000.0,0,6.03,852.01,A,0,Executive Director,6,2,90000.0,Source Verified,21,0,https://lendingclub.com/browse/loanDetail.action?loan_id=36220847,,debt_consolidation,Debt consolidation,806xx,CO,28.46,0,Mar-87,0,18,0,48.3,35,0,INDIVIDUAL,RIGHT
3019,8614594,10386743,19200,19200,19200.0,0,7.9,600.72,A,3,Corporate Communications Manager,4,0,75000.0,Not Verified,34,1,https://lendingclub.com/browse/loanDetail.action?loan_id=8614594,,debt_consolidation,Cons,372xx,TN,15.05,0,Aug-96,1,9,0,93.7,28,1,INDIVIDUAL,WRONG
3020,66582346,71308114,7200,7200,7200.0,0,11.22,236.66,B,9,Employment Consultant,2,0,37500.0,Verified,9,0,https://lendingclub.com/browse/loanDetail.action?loan_id=66582346,,debt_consolidation,Debt consolidation,245xx,VA,31.43,0,Sep-96,1,12,0,76.7,25,1,INDIVIDUAL,RIGHT
3021,12946657,11939098,18650,18650,18650.0,1,21.99,515.1,E,23,Business Analyst,5,0,78000.0,Source Verified,30,0,https://lendingclub.com/browse/loanDetail.action?loan_id=12946657,,credit_card,Credit card refinancing,194xx,PA,5.64,0,Jul-95,3,8,1,67.0,17,1,INDIVIDUAL,RIGHT
3022,50013327,53372046,11650,11650,11625.0,1,18.25,297.58,E,20,conservation operation supervisor 1,10,0,46500.0,Source Verified,15,0,https://lendingclub.com/browse/loanDetail.action?loan_id=50013327,,debt_consolidation,Debt consolidation,129xx,NY,13.82,0,Sep-97,0,9,0,58.2,21,0,INDIVIDUAL,RIGHT
3023,71825634,77011388,5600,5600,5600.0,0,11.99,186.01,C,10,Detox Worker,1,0,22200.0,Source Verified,7,0,https://lendingclub.com/browse/loanDetail.action?loan_id=71825634,,debt_consolidation,Debt consolidation,815xx,CO,9.67,0,2-Apr,1,9,2,59.1,12,1,INDIVIDUAL,RIGHT
3024,60820973,64862718,6000,6000,5950.0,0,12.29,200.19,C,10,Shipping Manager,10,0,46540.0,Verified,12,0,https://lendingclub.com/browse/loanDetail.action?loan_id=60820973,,debt_consolidation,Debt consolidation,432xx,OH,28.89,0,8-Sep,1,7,0,47.3,15,0,INDIVIDUAL,RIGHT
3025,75951693,81442413,15000,15000,15000.0,0,10.75,489.14,B,8,Comptoller,2,2,78000.0,Source Verified,6,0,https://lendingclub.com/browse/loanDetail.action?loan_id=75951693,,debt_consolidation,Debt consolidation,300xx,GA,12.08,0,Aug-94,0,9,2,48.0,14,1,INDIVIDUAL,RIGHT
3026,7376580,9038658,20000,20000,20000.0,0,10.99,654.82,B,6,Methodist Healthcare System,10,2,69160.0,Source Verified,35,0,https://lendingclub.com/browse/loanDetail.action?loan_id=7376580,,debt_consolidation,Debt Consolidation,782xx,TX,17.91,0,Aug-85,1,17,0,62.0,34,0,INDIVIDUAL,RIGHT
3027,88842980,95185766,10000,10000,10000.0,0,6.99,309.06,A,1,Senior Accountant,10,2,95000.0,Source Verified,0,0,https://lendingclub.com/browse/loanDetail.action?loan_id=88842980,,credit_card,Credit card refinancing,088xx,NJ,7.73,0,4-May,1,18,1,32.0,32,1,INDIVIDUAL,RIGHT
3028,61392138,65510966,16000,16000,15950.0,1,15.61,385.94,D,15,Analyst,10,2,120000.0,Source Verified,11,0,https://lendingclub.com/browse/loanDetail.action?loan_id=61392138,,debt_consolidation,Debt consolidation,430xx,OH,22.46,0,Jun-99,1,26,0,70.7,47,0,INDIVIDUAL,RIGHT
3029,8148221,9890170,20000,20000,20000.0,1,15.1,476.92,C,11,Nurse Practitioner,1,2,85000.0,Source Verified,35,0,https://lendingclub.com/browse/loanDetail.action?loan_id=8148221,Borrower added on 10/17/13 > Debt Consolidation<br>,debt_consolidation,Debt Consolidation,010xx,MA,10.03,0,2-Oct,0,9,0,80.8,32,0,INDIVIDUAL,WRONG
3030,87113205,93365956,10000,10000,10000.0,0,10.49,325.07,B,7,interviewer,10,0,40000.0,Not Verified,1,0,https://lendingclub.com/browse/loanDetail.action?loan_id=87113205,,credit_card,Credit card refinancing,342xx,FL,15.83,1,Jun-89,0,8,1,46.9,15,1,INDIVIDUAL,RIGHT
3031,68610382,73513353,20000,20000,20000.0,0,6.49,612.85,A,1,Inspector,1,2,115000.0,Source Verified,8,0,https://lendingclub.com/browse/loanDetail.action?loan_id=68610382,,car,Car financing,640xx,MO,25.3,0,Jun-88,1,9,0,62.0,20,1,INDIVIDUAL,RIGHT
3032,66095609,70790355,2000,2000,2000.0,0,13.18,67.63,C,12,Executive Director,1,1,50000.0,Source Verified,9,0,https://lendingclub.com/browse/loanDetail.action?loan_id=66095609,,other,Other,762xx,TX,14.56,0,Mar-95,1,5,0,13.7,12,1,INDIVIDUAL,RIGHT
3033,2089583,2422098,6400,6400,6400.0,0,8.9,203.34,A,4,Sherwin Williams,7,2,75000.0,Verified,46,0,https://lendingclub.com/browse/loanDetail.action?loan_id=2089583,,credit_card,Payoff Cards,481xx,MI,5.87,0,Mar-87,0,9,0,51.3,22,0,INDIVIDUAL,RIGHT
3034,77271195,82840518,8550,8550,8550.0,0,13.67,290.77,C,12,Owner,10,0,35000.0,Not Verified,4,0,https://lendingclub.com/browse/loanDetail.action?loan_id=77271195,,debt_consolidation,,497xx,MI,32.46,0,3-Feb,1,6,3,83.5,19,0,INDIVIDUAL,RIGHT
3035,1394826,1641799,11700,11700,11700.0,0,15.8,409.95,C,12,Green Room,1,0,35000.0,Source Verified,50,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1394826,,debt_consolidation,Debt Consolidation,496xx,MI,25.89,0,2-Apr,2,11,0,64.7,25,0,INDIVIDUAL,RIGHT
3036,85883170,92041174,28000,28000,28000.0,1,10.49,601.48,B,7,Risk Manager,2,0,140000.0,Source Verified,1,0,https://lendingclub.com/browse/loanDetail.action?loan_id=85883170,,debt_consolidation,Debt consolidation,112xx,NY,10.29,0,4-Nov,1,14,0,78.3,18,1,INDIVIDUAL,RIGHT
3037,1431846,1683170,16950,16950,16950.0,1,19.05,439.93,D,18,General Electric Aviation,10,2,55000.0,Verified,49,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1431846,,debt_consolidation,No More Credit Cards,057xx,VT,34.37,0,Aug-86,2,15,0,37.6,37,0,INDIVIDUAL,RIGHT
3038,16221850,18324328,12000,12000,12000.0,0,12.99,404.34,C,10,Computer Programmer,10,2,78000.0,Verified,28,0,https://lendingclub.com/browse/loanDetail.action?loan_id=16221850,,debt_consolidation,Debt consolidation,335xx,FL,33.88,0,Mar-97,0,11,0,55.1,30,1,INDIVIDUAL,RIGHT
3039,68772285,73696045,11500,11500,11500.0,0,12.88,386.6,C,11,Lead Teacher,1,1,23000.0,Not Verified,8,0,https://lendingclub.com/browse/loanDetail.action?loan_id=68772285,,debt_consolidation,Debt consolidation,125xx,NY,35.19,0,Apr-95,0,14,0,37.9,20,0,INDIVIDUAL,RIGHT
3040,32309087,34922323,12000,12000,12000.0,1,10.15,255.81,B,6,Project Manager,5,2,80000.0,Verified,23,0,https://lendingclub.com/browse/loanDetail.action?loan_id=32309087,,credit_card,Credit card refinancing,214xx,MD,7.93,0,Nov-79,0,4,0,86.2,6,1,INDIVIDUAL,RIGHT
3041,24715205,27158183,35000,35000,35000.0,0,10.99,1145.76,B,7,Vice President,2,2,120000.0,Verified,25,0,https://lendingclub.com/browse/loanDetail.action?loan_id=24715205,,debt_consolidation,Debt consolidation,180xx,PA,12.89,0,Mar-00,1,9,0,52.0,15,1,INDIVIDUAL,RIGHT
3042,573291,737395,12250,12250,12225.0,0,10.75,399.7,B,6,Sports Corner,10,0,36000.0,Source Verified,72,0,https://lendingclub.com/browse/loanDetail.action?loan_id=573291,Borrower added on 08/31/10 > leeners debt free<br/>,debt_consolidation,leeners debt free,530xx,WI,24.61,0,Jan-98,0,11,0,48.2,23,0,INDIVIDUAL,WRONG
3043,63294243,67635962,8000,8000,8000.0,0,11.53,263.84,B,9,,-1,0,27000.0,Verified,11,0,https://lendingclub.com/browse/loanDetail.action?loan_id=63294243,,debt_consolidation,Debt consolidation,946xx,CA,20.57,0,2-Feb,0,3,0,98.8,9,1,INDIVIDUAL,RIGHT
3044,57295124,60997877,24000,24000,24000.0,0,12.69,804.94,C,11,Dispatcher,2,0,65000.0,Source Verified,13,0,https://lendingclub.com/browse/loanDetail.action?loan_id=57295124,,debt_consolidation,Debt consolidation,064xx,CT,20.58,2,Jun-97,0,14,0,18.4,22,1,INDIVIDUAL,RIGHT
3045,6876026,8498130,3600,3600,3600.0,0,18.85,131.82,D,17,DELOITTE & TOUCHE,3,0,72000.0,Not Verified,37,0,https://lendingclub.com/browse/loanDetail.action?loan_id=6876026,,debt_consolidation,LOAN 1,606xx,IL,10.31,0,8-Aug,0,4,0,89.8,6,0,INDIVIDUAL,WRONG
3046,21340460,23653371,10050,10050,10050.0,0,15.61,351.3,D,15,Receptionist,10,1,28000.0,Source Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=21340460,,debt_consolidation,Debt consolidation,793xx,TX,25.93,0,Aug-94,0,11,0,58.3,20,1,INDIVIDUAL,WRONG
3047,28352702,30875844,3000,3000,3000.0,0,10.99,98.11,B,7,,-1,2,95000.0,Verified,23,0,https://lendingclub.com/browse/loanDetail.action?loan_id=28352702,,other,Other,900xx,CA,17.55,0,Mar-73,0,19,0,36.2,34,0,INDIVIDUAL,RIGHT
3048,2305345,2737549,25000,25000,25000.0,1,17.77,631.38,D,15,Transfield Services,5,2,104000.0,Verified,45,0,https://lendingclub.com/browse/loanDetail.action?loan_id=2305345,,debt_consolidation,Debt Consolidation Loan,928xx,CA,16.44,0,Mar-94,3,13,0,75.3,33,0,INDIVIDUAL,WRONG
3049,77851328,83487044,8000,8000,8000.0,0,13.67,272.5,C,12,Server,3,0,30000.0,Source Verified,5,0,https://lendingclub.com/browse/loanDetail.action?loan_id=77851328,,debt_consolidation,Debt consolidation,958xx,CA,10.32,1,6-Mar,1,9,0,17.3,15,0,INDIVIDUAL,RIGHT
3050,42404603,45371377,2500,2500,2500.0,0,9.99,80.62,B,7,Financial Advisors,10,2,105000.0,Not Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=42404603,,debt_consolidation,Debt consolidation,662xx,KS,18.4,0,Mar-98,0,13,0,66.0,22,1,INDIVIDUAL,WRONG
3051,84536463,90584229,9600,9600,9600.0,0,9.49,307.66,B,6,Accountant,7,1,40000.0,Not Verified,2,0,https://lendingclub.com/browse/loanDetail.action?loan_id=84536463,,debt_consolidation,Debt consolidation,170xx,PA,17.44,0,3-Sep,1,9,2,37.1,23,1,INDIVIDUAL,RIGHT
3052,14428462,16480848,5000,5000,5000.0,0,14.16,171.46,C,11,Fire Engineer,10,0,100000.0,Not Verified,29,0,https://lendingclub.com/browse/loanDetail.action?loan_id=14428462,,debt_consolidation,Debt consolidation,958xx,CA,13.25,1,1-Jan,1,17,0,71.4,33,1,INDIVIDUAL,RIGHT
3053,31176391,33749567,10825,10825,10825.0,1,24.99,317.5,F,28,Delivery Driver,9,0,40000.0,Source Verified,23,0,https://lendingclub.com/browse/loanDetail.action?loan_id=31176391,,debt_consolidation,Debt consolidation,908xx,CA,27.17,0,5-Apr,1,6,0,62.3,13,1,INDIVIDUAL,WRONG
3054,80619537,86344297,15000,15000,15000.0,0,11.47,494.47,B,9,Engineer,8,2,63000.0,Verified,3,1,https://lendingclub.com/browse/loanDetail.action?loan_id=80619537,,other,Other,891xx,NV,18.84,0,Dec-00,2,25,0,7.5,38,1,INDIVIDUAL,WRONG
3055,12488278,14500412,3200,3200,3200.0,0,7.62,99.9,A,2,Financial Aid Rep,10,0,42000.0,Source Verified,30,0,https://lendingclub.com/browse/loanDetail.action?loan_id=12488278,,credit_card,Credit card refinancing,954xx,CA,16.51,2,Jul-92,1,10,0,21.2,28,0,INDIVIDUAL,RIGHT
3056,59442632,63376422,28000,28000,28000.0,1,8.18,570.1,B,5,Business/Systems Analyst,2,2,85000.0,Not Verified,12,0,https://lendingclub.com/browse/loanDetail.action?loan_id=59442632,,credit_card,Credit card refinancing,456xx,OH,24.25,0,Oct-95,1,24,0,34.9,52,1,INDIVIDUAL,RIGHT
3057,51706595,55126321,12000,12000,12000.0,1,12.29,268.48,C,10,Teacher,9,0,72000.0,Not Verified,15,0,https://lendingclub.com/browse/loanDetail.action?loan_id=51706595,,debt_consolidation,Debt consolidation,113xx,NY,13.66,0,3-Jun,0,13,0,38.8,27,1,INDIVIDUAL,WRONG
3058,43489355,46516072,18000,18000,18000.0,0,12.29,600.17,C,10,truckdriver,10,2,80000.0,Source Verified,17,0,https://lendingclub.com/browse/loanDetail.action?loan_id=43489355,,debt_consolidation,Debt consolidation,371xx,TN,14.38,0,Mar-00,2,12,1,55.5,38,0,INDIVIDUAL,RIGHT
3059,70652615,75726421,34300,34300,34300.0,1,21.18,931.59,E,22,Flight Attendant And Rental Prop Owner,5,2,100000.0,Source Verified,7,0,https://lendingclub.com/browse/loanDetail.action?loan_id=70652615,,debt_consolidation,Debt consolidation,773xx,TX,15.26,0,1-Dec,0,7,1,64.5,28,1,INDIVIDUAL,RIGHT
3060,20782495,23054937,22600,22600,22600.0,0,15.61,790.42,D,15,Sr Credit Analyst,2,0,72000.0,Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20782495,,debt_consolidation,Debt consolidation,770xx,TX,3.84,0,3-Oct,0,3,0,100.2,13,0,INDIVIDUAL,WRONG
3061,26278689,28751630,15000,15000,15000.0,0,9.17,478.12,B,5,Senior Analyst,5,2,93000.0,Not Verified,24,0,https://lendingclub.com/browse/loanDetail.action?loan_id=26278689,,debt_consolidation,Debt consolidation,920xx,CA,25.39,0,Jun-96,0,11,0,77.2,44,1,INDIVIDUAL,RIGHT
3062,79280691,84965414,5000,5000,5000.0,0,10.75,163.14,B,8,LAB,6,0,30000.0,Source Verified,3,0,https://lendingclub.com/browse/loanDetail.action?loan_id=79280691,,debt_consolidation,Debt consolidation,140xx,NY,16.33,0,4-Nov,1,15,0,12.6,16,0,INDIVIDUAL,RIGHT
